taxa,accession,country,year,te
AfricaCODERR3269028T1020150101,ERR3269028,drc,2015,T10
AfricaCODERR3269029T1020150101,ERR3269029,drc,2015,T10
AfricaCODERR3269043T1020150101,ERR3269043,drc,2015,T10
AfricaCODERR3269047T1020150101,ERR3269047,drc,2015,T10
AfricaCODERR3269048T1020150101,ERR3269048,drc,2015,T10
AfricaCODERR3269063T1020150101,ERR3269063,drc,2015,T10
AfricaCODERR3269065T1020150101,ERR3269065,drc,2015,T10
AfricaCODERR3269066T1020150101,ERR3269066,drc,2015,T10
AfricaCODERR3269014T1020160101,ERR3269014,drc,2016,T10
AfricaCODERR3269015T1020160101,ERR3269015,drc,2016,T10
AfricaCODERR3269016T1020160101,ERR3269016,drc,2016,T10
AfricaCODERR3269017T1020160101,ERR3269017,drc,2016,T10
AfricaCODERR3269018T1020160101,ERR3269018,drc,2016,T10
AfricaCODERR3269019T1020160101,ERR3269019,drc,2016,T10
AfricaCODERR3269020T1020160101,ERR3269020,drc,2016,T10
AfricaCODERR3269021T1020160101,ERR3269021,drc,2016,T10
AfricaCODERR3269022T1020160101,ERR3269022,drc,2016,T10
AfricaCODERR3269023T1020160101,ERR3269023,drc,2016,T10
AfricaCODERR3269024T1020160101,ERR3269024,drc,2016,T10
AfricaCODERR3269025T1020160101,ERR3269025,drc,2016,T10
AfricaCODERR3269026T1020160101,ERR3269026,drc,2016,T10
AfricaCODERR3269027T1020160101,ERR3269027,drc,2016,T10
AfricaCODERR3269031T1020160101,ERR3269031,drc,2016,T10
AfricaCODERR3269032T1020160101,ERR3269032,drc,2016,T10
AfricaCODERR3269033T1020160101,ERR3269033,drc,2016,T10
AfricaCODERR3269034T1020160101,ERR3269034,drc,2016,T10
AfricaCODERR3269035T1020160101,ERR3269035,drc,2016,T10
AfricaCODERR3269036T1020160101,ERR3269036,drc,2016,T10
AfricaCODERR3269037T1020160101,ERR3269037,drc,2016,T10
AfricaCODERR3269038T1020160101,ERR3269038,drc,2016,T10
AfricaCODERR3268992T1020170101,ERR3268992,drc,2017,T10
AfricaCODERR3269064T1020170101,ERR3269064,drc,2017,T10
AfricaGNQERR1878130T920050101,ERR1878130,equatorial guinea,2005,T9
AfricaGNQERR1878131T920050101,ERR1878131,equatorial guinea,2005,T9
AfricaETHERR976399T319700101,ERR976399,ethiopia,1970,T3
AfricaETHERR976463T319700101,ERR976463,ethiopia,1970,T3
AfricaETHERR1879392T419850101,ERR1879392,ethiopia,1985,T4
AfricaETHERR1879387T619980101,ERR1879387,ethiopia,1998,T6
AfricaETHERR1879545T619980101,ERR1879545,ethiopia,1998,T6
AfricaGABERR976547T719970101,ERR976547,gabon,1997,T7
AfricaGHAERR976464T119700101,ERR976464,ghana,1970,T1
AfricaGHAERR976465T119700101,ERR976465,ghana,1970,T1
AfricaGHAERR976429T119710101,ERR976429,ghana,1971,T1
AfricaGHAERR976430T119710101,ERR976430,ghana,1971,T1
AfricaGHA637b8a3aca7802194366715bT1220100101,637b8a3aca7802194366715b,ghana,2010,T12
AfricaGHA637b8a3aca78023719667163T1220100101,637b8a3aca78023719667163,ghana,2010,T12
AfricaGHA637b8a3aca7802d26366715eT1220100101,637b8a3aca7802d26366715e,ghana,2010,T12
AfricaGHA637b8a3aca780201cd66714eT920100101,637b8a3aca780201cd66714e,ghana,2010,T9
AfricaGHA637b8a3aca78022b19667155T920100101,637b8a3aca78022b19667155,ghana,2010,T9
AfricaGHA637b8a3aca78023f81667150T920100101,637b8a3aca78023f81667150,ghana,2010,T9
AfricaGHA637b8a3aca78024bbb66714cT920100101,637b8a3aca78024bbb66714c,ghana,2010,T9
AfricaGHA637b8a3aca7802503e667153T920100101,637b8a3aca7802503e667153,ghana,2010,T9
AfricaGHA637b8a3aca78025e4466714aT920100101,637b8a3aca78025e4466714a,ghana,2010,T9
AfricaGHA637b8a3aca7802617e66715aT920100101,637b8a3aca7802617e66715a,ghana,2010,T9
AfricaGHAGCF_0255050951T920100101,GCF_0255050951,ghana,2010,T9
AfricaGHA637b8a3aca780223e1667177T1220110101,637b8a3aca780223e1667177,ghana,2011,T12
AfricaGHA637b8a3aca780214f466714bT920110101,637b8a3aca780214f466714b,ghana,2011,T9
AfricaGHA637b8a3aca78021b58667143T920110101,637b8a3aca78021b58667143,ghana,2011,T9
AfricaGHA637b8a3aca78021d9e667158T920110101,637b8a3aca78021d9e667158,ghana,2011,T9
AfricaGHA637b8a3aca78022be26671afT920110101,637b8a3aca78022be26671af,ghana,2011,T9
AfricaGHA637b8a3aca78023fd6667144T920110101,637b8a3aca78023fd6667144,ghana,2011,T9
AfricaGHA637b8a3aca78024f4a6671baT920110101,637b8a3aca78024f4a6671ba,ghana,2011,T9
AfricaGHA637b8a3aca7802544066714dT920110101,637b8a3aca7802544066714d,ghana,2011,T9
AfricaGHA637b8a3aca7802622f667145T920110101,637b8a3aca7802622f667145,ghana,2011,T9
AfricaGHA637b8a3aca7802630a6671bcT920110101,637b8a3aca7802630a6671bc,ghana,2011,T9
AfricaGHA637b8a3aca78026ecb667159T920110101,637b8a3aca78026ecb667159,ghana,2011,T9
AfricaGHA637b8a3aca7802794e667157T920110101,637b8a3aca7802794e667157,ghana,2011,T9
AfricaGHA637b8a3aca7802e7676671bbT920110101,637b8a3aca7802e7676671bb,ghana,2011,T9
AfricaGHAERR1024518T920110101,ERR1024518,ghana,2011,T9
AfricaGHAGCF_0255050051T920110101,GCF_0255050051,ghana,2011,T9
AfricaGHA637b8a3aca780216b96671b4T1220120101,637b8a3aca780216b96671b4,ghana,2012,T12
AfricaGHA637b8a3aca7802185966715fT1220120101,637b8a3aca7802185966715f,ghana,2012,T12
AfricaGHA637b8a3aca7802279d66719cT1220120101,637b8a3aca7802279d66719c,ghana,2012,T12
AfricaGHA637b8a3aca78023715667168T1220120101,637b8a3aca78023715667168,ghana,2012,T12
AfricaGHA637b8a3aca78024211667147T1220120101,637b8a3aca78024211667147,ghana,2012,T12
AfricaGHA637b8a3aca78028dc66671b3T1220120101,637b8a3aca78028dc66671b3,ghana,2012,T12
AfricaGHA637b8a3aca7802a5566671b0T1220120101,637b8a3aca7802a5566671b0,ghana,2012,T12
AfricaGHA637b8a3aca7802a7cf6671b6T1220120101,637b8a3aca7802a7cf6671b6,ghana,2012,T12
AfricaGHA637b8a3aca7802ae0566719bT1220120101,637b8a3aca7802ae0566719b,ghana,2012,T12
AfricaGHA637b8a3aca78020381667170T920120101,637b8a3aca78020381667170,ghana,2012,T9
AfricaGHA637b8a3aca78022007667166T920120101,637b8a3aca78022007667166,ghana,2012,T9
AfricaGHA637b8a3aca780223d5667164T920120101,637b8a3aca780223d5667164,ghana,2012,T9
AfricaGHA637b8a3aca7802421a667182T920120101,637b8a3aca7802421a667182,ghana,2012,T9
AfricaGHA637b8a3aca78025ecd66714fT920120101,637b8a3aca78025ecd66714f,ghana,2012,T9
AfricaGHA637b8a3aca78025f5d667154T920120101,637b8a3aca78025f5d667154,ghana,2012,T9
AfricaGHA637b8a3aca78027512667152T920120101,637b8a3aca78027512667152,ghana,2012,T9
AfricaGHA637b8a3aca7802dff56671b5T920120101,637b8a3aca7802dff56671b5,ghana,2012,T9
AfricaGHA637b8a3aca78020ccc6671a5T1220140101,637b8a3aca78020ccc6671a5,ghana,2014,T12
AfricaGHA637b8a3aca7802181e66718fT1220140101,637b8a3aca7802181e66718f,ghana,2014,T12
AfricaGHA637b8a3aca780243b66671a3T1220140101,637b8a3aca780243b66671a3,ghana,2014,T12
AfricaGHA637b8a3aca78024deb66718dT1220140101,637b8a3aca78024deb66718d,ghana,2014,T12
AfricaGHA637b8a3aca780251c866719aT1220140101,637b8a3aca780251c866719a,ghana,2014,T12
AfricaGHA637b8a3aca780256506671aeT1220140101,637b8a3aca780256506671ae,ghana,2014,T12
AfricaGHA637b8a3aca78025aa2667198T1220140101,637b8a3aca78025aa2667198,ghana,2014,T12
AfricaGHA637b8a3aca780263c7667189T1220140101,637b8a3aca780263c7667189,ghana,2014,T12
AfricaGHA637b8a3aca7802641c667190T1220140101,637b8a3aca7802641c667190,ghana,2014,T12
AfricaGHA637b8a3aca780290646671a9T1220140101,637b8a3aca780290646671a9,ghana,2014,T12
AfricaGHA637b8a3aca7802e8e96671adT1220140101,637b8a3aca7802e8e96671ad,ghana,2014,T12
AfricaGHA637b8a3aca7802fa80667194T1220140101,637b8a3aca7802fa80667194,ghana,2014,T12
AfricaGHAERR1024521T1220140101,ERR1024521,ghana,2014,T12
AfricaGHAERR1024524T1220140101,ERR1024524,ghana,2014,T12
AfricaGHAERR1024526T1220140101,ERR1024526,ghana,2014,T12
AfricaGHAGCF_0255049851T920140101,GCF_0255049851,ghana,2014,T9
AfricaGHAGCF_0255050351T920140101,GCF_0255050351,ghana,2014,T9
AfricaGHA637b8a3aca7802089f667179T1220150101,637b8a3aca7802089f667179,ghana,2015,T12
AfricaGHA637b8a3aca78020e58667167T1220150101,637b8a3aca78020e58667167,ghana,2015,T12
AfricaGHA637b8a3aca78021647667184T1220150101,637b8a3aca78021647667184,ghana,2015,T12
AfricaGHA637b8a3aca780228b466717bT1220150101,637b8a3aca780228b466717b,ghana,2015,T12
AfricaGHA637b8a3aca78023023667173T1220150101,637b8a3aca78023023667173,ghana,2015,T12
AfricaGHA637b8a3aca780237ee667191T1220150101,637b8a3aca780237ee667191,ghana,2015,T12
AfricaGHA637b8a3aca780242db667162T1220150101,637b8a3aca780242db667162,ghana,2015,T12
AfricaGHA637b8a3aca78025d55667160T1220150101,637b8a3aca78025d55667160,ghana,2015,T12
AfricaGHA637b8a3aca7802699b66716aT1220150101,637b8a3aca7802699b66716a,ghana,2015,T12
AfricaGHA637b8a3aca78026a6b66716fT1220150101,637b8a3aca78026a6b66716f,ghana,2015,T12
AfricaGHA637b8a3aca78026cba667142T1220150101,637b8a3aca78026cba667142,ghana,2015,T12
AfricaGHA637b8a3aca7802872266716eT1220150101,637b8a3aca7802872266716e,ghana,2015,T12
AfricaGHA637b8a3aca780291e9667151T1220150101,637b8a3aca780291e9667151,ghana,2015,T12
AfricaGHA637b8a3aca780295aa66717eT1220150101,637b8a3aca780295aa66717e,ghana,2015,T12
AfricaGHA637b8a3aca7802a846667180T1220150101,637b8a3aca7802a846667180,ghana,2015,T12
AfricaGHA637b8a3aca7802bc3466715cT1220150101,637b8a3aca7802bc3466715c,ghana,2015,T12
AfricaGHA637b8a3aca7802c218667176T1220150101,637b8a3aca7802c218667176,ghana,2015,T12
AfricaGHA637b8a3aca7802cb5e667171T1220150101,637b8a3aca7802cb5e667171,ghana,2015,T12
AfricaGHA637b8a3aca7802fde466717aT1220150101,637b8a3aca7802fde466717a,ghana,2015,T12
AfricaGHAGCF_0255050551T1220150101,GCF_0255050551,ghana,2015,T12
AfricaGHA637b8a3aca780226066671bfT1220160101,637b8a3aca780226066671bf,ghana,2016,T12
AfricaGHA637b8a3aca780240286671beT1220160101,637b8a3aca780240286671be,ghana,2016,T12
AfricaGHA637b8a3aca7802a5086671bdT1220160101,637b8a3aca7802a5086671bd,ghana,2016,T12
AfricaGINERR976403T119700101,ERR976403,guinea,1970,T1
AfricaGINERR976466T119700101,ERR976466,guinea,1970,T1
AfricaGINERR976467T119700101,ERR976467,guinea,1970,T1
AfricaGINERR1879546T719900101,ERR1879546,guinea,1990,T7
AfricaGINERR976537T919940101,ERR976537,guinea,1994,T9
AfricaGINERR976538T919940101,ERR976538,guinea,1994,T9
AfricaGINERR976539T919940101,ERR976539,guinea,1994,T9
AfricaGINERR976542T919940101,ERR976542,guinea,1994,T9
AfricaGINERR998670T919950101,ERR998670,guinea,1995,T9
AfricaGINERR998676T919950101,ERR998676,guinea,1995,T9
AfricaGINERR998677T919950101,ERR998677,guinea,1995,T9
AfricaGINERR976574T919980101,ERR976574,guinea,1998,T9
AfricaGINERR1878112T920040101,ERR1878112,guinea,2004,T9
AfricaGINERR386658T920120101,ERR386658,guinea,2012,T9
AfricaGINERR386666T920120101,ERR386666,guinea,2012,T9
AfricaGINERR386704T920120101,ERR386704,guinea,2012,T9
AfricaGNBERR976504T919940101,ERR976504,guinea-bissau,1994,T9
AfricaGNBERR1880762T919970101,ERR1880762,guinea-bissau,1997,T9
AfricaGNBERR1880772T920080101,ERR1880772,guinea-bissau,2008,T9
AfricaGNBERR1880773T920080101,ERR1880773,guinea-bissau,2008,T9
AfricaGNBERR1878604T920120101,ERR1878604,guinea-bissau,2012,T9
AfricaGNBERR1878605T920120101,ERR1878605,guinea-bissau,2012,T9
AfricaKENACHX00000000T519850101,ACHX00000000,kenya,1985,T5
AfricaKENERR1879539T1019980101,ERR1879539,kenya,1998,T10
AfricaKENERR1879540T1019980101,ERR1879540,kenya,1998,T10
AfricaKENERR1879385T619980101,ERR1879385,kenya,1998,T6
AfricaKENERR1879543T619980101,ERR1879543,kenya,1998,T6
AfricaKENERR1879544T619980101,ERR1879544,kenya,1998,T6
AfricaKENERR019288T1020050101,ERR019288,kenya,2005,T10
AfricaKENERR019296T1020050101,ERR019296,kenya,2005,T10
AfricaKENERR019297T1020050101,ERR019297,kenya,2005,T10
AfricaKENERR1878153T1020060101,ERR1878153,kenya,2006,T10
AfricaKENERR1878154T1020060101,ERR1878154,kenya,2006,T10
AfricaKENERR019287T1020070101,ERR019287,kenya,2007,T10
AfricaKENERR019289T1020070101,ERR019289,kenya,2007,T10
AfricaKENERR019290T1020070101,ERR019290,kenya,2007,T10
AfricaKENERR019291T1020070101,ERR019291,kenya,2007,T10
AfricaKENERR019292T1020070101,ERR019292,kenya,2007,T10
AfricaKENERR019295T1020070101,ERR019295,kenya,2007,T10
AfricaKENERR117579T1020070101,ERR117579,kenya,2007,T10
AfricaKENERR117593T1020070101,ERR117593,kenya,2007,T10
AfricaKENKEN2007006T1020070101,SAMN40623175,kenya,2007,T10
AfricaKENKEN2007005T1020070101,SAMN40623191,kenya,2007,T10
AfricaKENKEN2007002T1320070101,SAMN40623148,kenya,2007,T13
AfricaKENKEN2007008T1320070101,SAMN40623176,kenya,2007,T13
AfricaKENERR117606T1020080101,ERR117606,kenya,2008,T10
AfricaKENKEN2008006T1020080101,SAMN40623150,kenya,2008,T10
AfricaKENKEN2008007T1020080101,SAMN40623151,kenya,2008,T10
AfricaKENKEN2008001T1020080101,SAMN40623165,kenya,2008,T10
AfricaKENKEN2008002T1020080101,SAMN40623174,kenya,2008,T10
AfricaKENKEN2008005T1020080101,SAMN40623178,kenya,2008,T10
AfricaKENERR028066T1020090101,ERR028066,kenya,2009,T10
AfricaKENERR028068T1020090101,ERR028068,kenya,2009,T10
AfricaKENERR028074T1020090101,ERR028074,kenya,2009,T10
AfricaKENERR028075T1020090101,ERR028075,kenya,2009,T10
AfricaKENERR028076T1020090101,ERR028076,kenya,2009,T10
AfricaKENERR114415T1020090101,ERR114415,kenya,2009,T10
AfricaKENERR114416T1020090101,ERR114416,kenya,2009,T10
AfricaKENERR117480T1020090101,ERR117480,kenya,2009,T10
AfricaKENERR117482T1020090101,ERR117482,kenya,2009,T10
AfricaKENERR117555T1020090101,ERR117555,kenya,2009,T10
AfricaKENERR117556T1020090101,ERR117556,kenya,2009,T10
AfricaKENERR117572T1020090101,ERR117572,kenya,2009,T10
AfricaKENERR117592T1020090101,ERR117592,kenya,2009,T10
AfricaKENERR117594T1020090101,ERR117594,kenya,2009,T10
AfricaKENERR117604T1020090101,ERR117604,kenya,2009,T10
AfricaKENERR117605T1020090101,ERR117605,kenya,2009,T10
AfricaKENERR117607T1020090101,ERR117607,kenya,2009,T10
AfricaKENERR117609T1020090101,ERR117609,kenya,2009,T10
AfricaKENERR117610T1020090101,ERR117610,kenya,2009,T10
AfricaKENERR117612T1020090101,ERR117612,kenya,2009,T10
AfricaKENERR117613T1020090101,ERR117613,kenya,2009,T10
AfricaKENKEN2009110T1020090101,SAMN40623142,kenya,2009,T10
AfricaKENKEN2009087T1020090101,SAMN40623153,kenya,2009,T10
AfricaKENKEN2009078T1020090101,SAMN40623154,kenya,2009,T10
AfricaKENKEN2009077T1020090101,SAMN40623156,kenya,2009,T10
AfricaKENKEN2009100T1020090101,SAMN40623158,kenya,2009,T10
AfricaKENKEN2009046T1020090101,SAMN40623164,kenya,2009,T10
AfricaKENKEN2009073T1020090101,SAMN40623172,kenya,2009,T10
AfricaKENKEN2009134T1020090101,SAMN40623173,kenya,2009,T10
AfricaKENKEN2009136T1020090101,SAMN40623179,kenya,2009,T10
AfricaKENKEN2009135T1020090101,SAMN40623187,kenya,2009,T10
AfricaKENKEN2009055T1020090101,SAMN40623189,kenya,2009,T10
AfricaKENKEN2009035T1020090101,SAMN40623192,kenya,2009,T10
AfricaKENKEN2009007T1020090101,SAMN40623195,kenya,2009,T10
AfricaKENKEN2009092T1020090101,SAMN40623197,kenya,2009,T10
AfricaKENKEN2009142T1020090101,SAMN40623202,kenya,2009,T10
AfricaKENKEN2009015T1020090101,SAMN40623203,kenya,2009,T10
AfricaKENKEN2009013T1320090101,SAMN40623159,kenya,2009,T13
AfricaKENKEN2009147T1320090101,SAMN40623160,kenya,2009,T13
AfricaKENKEN2009103T1320090101,SAMN40623169,kenya,2009,T13
AfricaKENKEN2009143T1320090101,SAMN40623188,kenya,2009,T13
KEN2009097,SAMN40623143,kenya,2009,T16
KEN2009085,SAMN40623152,kenya,2009,T17
KEN2009101,SAMN40623157,kenya,2009,T17
KEN2009128,SAMN40623170,kenya,2009,T17
KEN2009095,SAMN40623171,kenya,2009,T17
KEN2009017,SAMN40623181,kenya,2009,T17
KEN2009043,SAMN40623182,kenya,2009,T17
KEN2009061,SAMN40623184,kenya,2009,T17
KEN2009084,SAMN40623185,kenya,2009,T17
KEN2009001,SAMN40623193,kenya,2009,T17
KEN2009125,SAMN40623198,kenya,2009,T17
KEN2009098,SAMN40623204,kenya,2009,T17
AfricaKENERR114418sporadic20090101,ERR114418,kenya,2009,sporadic
AfricaKENERR117600sporadic20090101,ERR117600,kenya,2009,sporadic
AfricaKEN62f153165f2db81bb2b67376T1020100101,62f153165f2db81bb2b67376,kenya,2010,T10
AfricaKENERR037738T1020100101,ERR037738,kenya,2010,T10
AfricaKENERR037739T1020100101,ERR037739,kenya,2010,T10
AfricaKENERR037741T1020100101,ERR037741,kenya,2010,T10
AfricaKENERR117473T1020100101,ERR117473,kenya,2010,T10
AfricaKENERR117484T1020100101,ERR117484,kenya,2010,T10
AfricaKENERR117485T1020100101,ERR117485,kenya,2010,T10
AfricaKENERR117490T1020100101,ERR117490,kenya,2010,T10
AfricaKENERR117569T1020100101,ERR117569,kenya,2010,T10
AfricaKENERR117571T1020100101,ERR117571,kenya,2010,T10
AfricaKENERR117573T1020100101,ERR117573,kenya,2010,T10
AfricaKENERR117577T1020100101,ERR117577,kenya,2010,T10
AfricaKENERR117578T1020100101,ERR117578,kenya,2010,T10
AfricaKENERR117581T1020100101,ERR117581,kenya,2010,T10
AfricaKENERR117583T1020100101,ERR117583,kenya,2010,T10
AfricaKENERR117586T1020100101,ERR117586,kenya,2010,T10
AfricaKENERR117588T1020100101,ERR117588,kenya,2010,T10
AfricaKENERR117590T1020100101,ERR117590,kenya,2010,T10
AfricaKENERR117595T1020100101,ERR117595,kenya,2010,T10
AfricaKENERR117597T1020100101,ERR117597,kenya,2010,T10
AfricaKENERR117599T1020100101,ERR117599,kenya,2010,T10
AfricaKENERS1572813T1020100101,ERS1572813,kenya,2010,T10
AfricaKENKEN2010006T1020100101,SAMN40623155,kenya,2010,T10
AfricaKENKEN2010002T1020100101,SAMN40623166,kenya,2010,T10
AfricaKENKEN2010025T1020100101,SAMN40623194,kenya,2010,T10
AfricaKENKEN2010034T1020100101,SAMN40623200,kenya,2010,T10
AfricaKENKEN2010014T1020100101,SAMN40623206,kenya,2010,T10
AfricaKENKEN2010017T1320100101,SAMN40623167,kenya,2010,T13
AfricaKENKEN2010016T1320100101,SAMN40623177,kenya,2010,T13
KEN2010013,SAMN40623183,kenya,2010,T17
KEN2010043,SAMN40623196,kenya,2010,T17
KEN2010038,SAMN40623199,kenya,2010,T17
KEN2010045,SAMN40623205,kenya,2010,T17
KEN2010055,SAMN40623207,kenya,2010,T17
AfricaKENKEN2011003T1020110101,SAMN40623163,kenya,2011,T10
AfricaKENKEN2011001T1320110101,SAMN40623168,kenya,2011,T13
AfricaKENKEN2011002T1320110101,SAMN40623190,kenya,2011,T13
KEN2011004,SAMN40623162,kenya,2011,T17
AfricaKENERS1572798T1020120101,ERS1572798,kenya,2012,T10
AfricaKENERS1572803T1020120101,ERS1572803,kenya,2012,T10
AfricaKENERS1572809T1020120101,ERS1572809,kenya,2012,T10
AfricaKENKEN2013001T1320130101,SAMN40623161,kenya,2013,T13
AfricaKENERR2265589T1320150101,ERR2265589,kenya,2015,T13
AfricaKENERS1572783T1320150101,ERS1572783,kenya,2015,T13
AfricaKENERS1572784T1320150101,ERS1572784,kenya,2015,T13
AfricaKENERS1572785T1320150101,ERS1572785,kenya,2015,T13
AfricaKENERS1572793T1320150101,ERS1572793,kenya,2015,T13
AfricaKENKEN2015033T1320150101,SAMN40623180,kenya,2015,T13
AfricaKENKEN2015031T1320150101,SAMN40623186,kenya,2015,T13
AfricaKENERS1572815T1320160101,ERS1572815,kenya,2016,T13
AfricaKENERS4937847T1320170101,ERS4937847,kenya,2017,T13
AfricaKENERS4937848T1320170101,ERS4937848,kenya,2017,T13
AfricaKENERS4937850T1320170101,ERS4937850,kenya,2017,T13
AfricaKENERS4937851T1320170101,ERS4937851,kenya,2017,T13
AfricaKENKEN2018087T1320180101,SAMN40623144,kenya,2018,T13
AfricaKENKEN2018091T1320180101,SAMN40623146,kenya,2018,T13
AfricaKENKEN2018082T1320180101,SAMN40623147,kenya,2018,T13
AfricaKENKEN2018088UND20180101,SAMN40623201,kenya,2018,sporadic
AfricaKENKEN2019064T1320190101,SAMN40623145,kenya,2019,T13
AfricaKENKEN2019061T1320190101,SAMN40623149,kenya,2019,T13
AfricaKENKEN2019008UND20190101,SAMN40623141,kenya,2019,sporadic
AfricaLBRERR976468T119700101,ERR976468,liberia,1970,T1
AfricaLBRERR976469T119700101,ERR976469,liberia,1970,T1
AfricaLBRERR976545T719940101,ERR976545,liberia,1994,T7
AfricaLBRERR976546T719940101,ERR976546,liberia,1994,T7
AfricaLBRERR976543T919940101,ERR976543,liberia,1994,T9
AfricaLBRERR998657T919940101,ERR998657,liberia,1994,T9
AfricaLBRERR998658T919940101,ERR998658,liberia,1994,T9
AfricaLBRERR998678T919950101,ERR998678,liberia,1995,T9
AfricaLBRERR998679T919950101,ERR998679,liberia,1995,T9
AfricaLBRERR998699T919960101,ERR998699,liberia,1996,T9
AfricaLBRERR1877954T920020101,ERR1877954,liberia,2002,T9
AfricaLBRERR1878088T920020101,ERR1878088,liberia,2002,T9
AfricaLBRERR1878098T920030101,ERR1878098,liberia,2003,T9
AfricaLBRERR1878099T920030101,ERR1878099,liberia,2003,T9
AfricaMDGERR976588T1019990101,ERR976588,madagascar,1999,T10
AfricaMDGERR976589T1019990101,ERR976589,madagascar,1999,T10
AfricaMDGERR976590T1019990101,ERR976590,madagascar,1999,T10
AfricaMDGERR1877939T1020000101,ERR1877939,madagascar,2000,T10
AfricaMDGERR976591T1020000101,ERR976591,madagascar,2000,T10
AfricaMDGERR976592T1020000101,ERR976592,madagascar,2000,T10
AfricaMDGERR976593T1020000101,ERR976593,madagascar,2000,T10
AfricaMDGERR976594T1020000101,ERR976594,madagascar,2000,T10
AfricaMDGERR976595T1020000101,ERR976595,madagascar,2000,T10
AfricaMDGERR976596T1020000101,ERR976596,madagascar,2000,T10
